local-authority-code_A,local-authority-code_B,distance,match,position
WLN,SCB,0.4757379102619202,87.8,14.0
WLN,EDH,0.16078757486717948,95.89999999999999,2.0
WIL,HRT,0.7629587499398619,79.10000000000001,64.0
WIL,TES,0.28926288449025667,92.10000000000001,2.0
WIL,VAL,0.3748466031502013,89.7,9.0
WIL,BAS,0.3297119607814167,91.0,4.0
WIL,SWD,0.2124152136350121,94.19999999999999,1.0
WIL,COT,0.3287645072766909,91.0,3.0
WIL,OXF,0.6241417047345926,82.89999999999999,42.0
WIL,NEW,0.34076798889092336,90.7,5.0
WIL,WBK,0.4060359466542338,88.9,15.0
WIL,SSO,0.5136348299936254,85.9,25.0
WIL,SGC,0.3599461071789326,90.10000000000001,8.0
WIL,MEN,0.37608958115636626,89.7,10.0
WIL,DST,0.3927688038669109,89.2,13.0
WIL,GLS,0.8115924828466952,77.7,75.0
WIL,SOM,0.5021154669451948,86.2,24.0
WNM,RUN,0.1142201659609326,97.2,5.0
WNM,BRC,0.05446016325524364,98.6,2.0
WNM,BUC,0.2018134528214031,95.0,16.0
WNM,SRY,0.13632118500879586,96.6,7.0
WNM,SLG,0.07089444869928403,98.2,3.0
WNM,SPE,0.1483011839822246,96.3,10.0
WNM,WOK,0.11842812915694183,97.1,6.0
WNM,SUR,0.09201800340759828,97.7,4.0
WOK,WNM,0.11842812915694183,97.0,5.0
WOK,BRC,0.09002489200613964,97.7,2.0
WOK,HRT,0.10383005930329026,97.39999999999999,4.0
WOK,BUC,0.22782847287588287,94.3,15.0
WOK,BAN,0.21795758696488038,94.5,12.0
WOK,RDG,0.06355409865576067,98.4,1.0
WOK,HAM,0.3051132710850475,92.30000000000001,26.0
WOK,SOX,0.1739829627313322,95.6,8.0
WOK,WBK,0.25957026931351285,93.5,20.0
WOK,HAT,0.09140499263612996,97.7,3.0
WOK,OXF,0.44003341184298966,88.9,60.0
WRX,FLN,0.16635381077410108,93.89999999999999,1.0
WRX,DEN,0.20889601863184223,92.4,2.0
WRX,CHW,0.21453379859593552,92.2,3.0
WRX,SHR,0.27941931889773364,89.8,6.0
WRX,POW,0.4846711648459392,82.3,21.0
YOR,SEL,0.11587896876615068,96.3,1.0
YOR,NYK,0.2788198365236746,91.10000000000001,7.0
YOR,RYE,0.19855857264141596,93.60000000000001,2.0
YOR,HAE,0.25634426017901146,91.8,3.0
YOR,HAG,0.3182322856245493,89.8,8.0
YOR,ERY,0.34280830907505827,89.0,9.0
GWN,POW,0.5096533973720503,84.0,5.0
GWN,DEN,0.42024266316856357,86.8,4.0
GWN,CGN,0.4047746990492497,87.3,3.0
GWN,CWY,0.23391958484604383,92.7,1.0
CRF,VGL,0.12987086680024992,95.89999999999999,2.0
CRF,BST,0.265788153821803,91.60000000000001,13.0
CRF,RCT,0.16902932749704278,94.69999999999999,6.0
CRF,NWP,0.15240352114074393,95.19999999999999,4.0
CRF,CAY,0.09130077648655144,97.1,1.0
CGN,PEM,0.563286694591688,82.89999999999999,9.0
CGN,GWN,0.4047746990492497,87.7,4.0
CGN,POW,0.4041696507604504,87.7,3.0
CGN,CMN,0.2326487741335685,92.9,1.0
MON,BGW,0.1997225969718935,93.60000000000001,3.0
MON,BST,0.20059745944623372,93.60000000000001,4.0
MON,POW,0.4823471513381859,84.6,24.0
MON,HEF,0.2309930797761652,92.60000000000001,6.0
MON,FOE,0.2352722215034796,92.5,7.0
MON,NWP,0.13025001513785026,95.8,2.0
MON,SGC,0.2762681636474907,91.2,11.0
MON,TOF,0.12031549805419821,96.2,1.0
MON,GLS,1.29656942335082,58.599999999999994,158.0
PEM,CGN,0.563286694591688,85.0,3.0
PEM,CMN,0.443836027911999,88.2,1.0
NSM,BAS,0.20182664803298805,94.0,7.0
NSM,BST,0.04431899050226572,98.7,1.0
NSM,MEN,0.1963057476337841,94.1,6.0
NSM,SEG,0.16040182704634226,95.19999999999999,4.0
NSM,SOM,0.17070545510136464,94.89999999999999,5.0
IVC,AGB,0.43642199892712336,89.9,10.0
IVC,WDU,0.1361922472874414,96.89999999999999,2.0
IVC,RFW,0.11524239838776622,97.3,1.0
IVC,NAY,0.21165905721616093,95.1,3.0
LUT,KEN,0.40252702718501965,89.7,66.0
LUT,CBF,0.07129917166117544,98.2,1.0
LUT,NHE,0.14687132311207826,96.2,6.0
MDW,KEN,0.2995558073764178,93.4,22.0
MDW,GRA,0.10793932449269725,97.6,2.0
MDW,ESS,0.17033126375763957,96.3,9.0
MDW,SWL,0.16109270662641534,96.5,8.0
MDW,THR,0.13249723181631418,97.1,6.0
MDW,LAN,1.0929812314734686,76.0,146.0
MDW,CAS,0.07105497943024966,98.4,1.0
MDW,MAI,0.12072759406516882,97.39999999999999,4.0
MDW,TON,0.15967608604982594,96.5,7.0
MTY,CAY,0.10969776197307923,96.39999999999999,3.0
MTY,POW,0.36809795042501847,87.9,12.0
MTY,RCT,0.07374257750170309,97.6,1.0
MDB,TVCA,0.03737397739403184,98.8,1.0
MDB,NYK,0.30294611945890654,90.10000000000001,11.0
MDB,RCC,0.1152509444568061,96.2,4.0
MDB,STT,0.0625238499516647,98.0,2.0
MDB,HAE,0.17003907007121102,94.5,5.0
MLN,SCB,0.23977543250225605,93.60000000000001,3.0
MLN,ELN,0.22768897848136066,93.89999999999999,2.0
MLN,EDH,0.11440451281201242,96.89999999999999,1.0
MIK,NNT,0.22396450939442333,94.0,7.0
MIK,WNT,0.2045827150528381,94.5,6.0
MIK,BUC,0.19357070121950656,94.8,4.0
MIK,BDF,0.16807925000743748,95.5,2.0
MIK,CBF,0.1879713399238577,95.0,3.0
NEL,ELI,0.2115729167818858,94.19999999999999,2.0
NEL,WLI,0.22166616520764565,93.89999999999999,3.0
NEL,NLN,0.2719907084602153,92.5,4.0
NEL,NFK,0.8211784762599917,77.3,48.0
NEL,LIN,0.38450411919033534,89.4,9.0
NLK,FAL,0.11805291953229759,97.1,1.0
NLK,SLK,0.18051508495216168,95.5,4.0
NLK,EDU,0.16059718412387042,96.0,2.0
NLK,WLN,0.20788917246663435,94.8,5.0
NLK,STG,0.3134607037679932,92.2,8.0
NLK,GLG,0.16973511916889011,95.8,3.0
NLN,NEL,0.2719907084602153,92.0,6.0
NLN,WLI,0.14522585078261602,95.7,1.0
NLN,DNC,0.2966185509262151,91.3,7.0
NLN,NFK,1.065309366311086,68.8,121.0
NLN,OXF,1.0593109988039373,68.89999999999999,118.0
NLN,BAE,0.2693716777107024,92.10000000000001,5.0
NLN,ERY,0.18306926566009155,94.6,3.0
BGE,VGL,0.14108151479840172,95.5,3.0
BGE,NTL,0.11622927116931947,96.3,1.0
BGE,RCT,0.1184000065195239,96.3,2.0
PKN,ABD,0.775296732591932,82.1,21.0
PKN,FIF,0.43118706623248954,90.0,4.0
PKN,AGB,0.9737306883655119,77.5,28.0
PKN,ANS,0.5017345116097054,88.4,10.0
PKN,DND,0.46524110107365463,89.2,8.0
PKN,STG,0.3547243026618077,91.8,2.0
PKN,HLD,0.8041076087213398,81.39999999999999,22.0
PKN,CLK,0.2641749151132681,93.89999999999999,1.0
POW,NTL,0.457569473223086,84.6,9.0
POW,BGW,0.37286539372654703,87.4,2.0
POW,DEN,0.48606398356689334,83.6,12.0
POW,CGN,0.4041696507604504,86.4,3.0
POW,SHR,0.4540876519470434,84.7,8.0
POW,WRX,0.4846711648459392,83.7,11.0
POW,GWN,0.5096533973720503,82.8,14.0
POW,HEF,0.42415161736299345,85.7,4.0
POW,RCT,0.42512106318554455,85.7,5.0
POW,CMN,0.5348870827416192,82.0,16.0
POW,CAY,0.43871317031790813,85.2,6.0
POW,MTY,0.36809795042501847,87.6,1.0
POW,MON,0.4823471513381859,83.7,10.0
RDG,OXF,0.3977841548285407,89.9,37.0
RDG,WOK,0.06355409865576067,98.4,1.0
RDG,SOX,0.12660876816036204,96.8,3.0
RDG,WBK,0.19745353545782388,95.0,9.0
RCC,TVCA,0.14672851228637945,95.3,2.0
RCC,NYK,0.3811533221094072,87.8,12.0
RCC,MDB,0.1152509444568061,96.3,1.0
RCC,STT,0.1763201722262352,94.39999999999999,4.0
RCC,HPL,0.15316816308613215,95.1,3.0
RCC,HAE,0.23863476115513388,92.4,6.0
RCC,NTT,0.830034419711808,73.5,42.0
RCC,SCE,0.25316760769284574,91.9,7.0
RFW,ERW,0.11638427966075857,97.3,3.0
RFW,WDU,0.08813051790077997,97.89999999999999,1.0
RFW,NAY,0.27753217166210437,93.4,8.0
RFW,IVC,0.11524239838776622,97.3,2.0
RFW,GLG,0.16106336499118964,96.2,4.0
RCT,NTL,0.189252082514566,93.89999999999999,7.0
RCT,CRF,0.16902932749704278,94.6,6.0
RCT,VGL,0.13111581638261838,95.8,3.0
RCT,BGE,0.1184000065195239,96.2,2.0
RCT,POW,0.42512106318554455,86.3,16.0
RCT,CAY,0.1414792637116831,95.39999999999999,4.0
RCT,MTY,0.07374257750170309,97.6,1.0
RUT,SKE,0.1457186004496534,95.89999999999999,2.0
RUT,MEL,0.1489822837215304,95.8,3.0
RUT,HAO,0.22447633211545584,93.7,5.0
RUT,LEC,0.7452276599877544,79.0,97.0
RUT,LIN,0.24846924163465636,93.0,7.0
RUT,NNT,0.14960391066050452,95.8,4.0
AGB,PKN,0.9737306883655119,79.4,16.0
AGB,WDU,0.5471866023030724,88.4,3.0
AGB,IVC,0.43642199892712336,90.8,2.0
AGB,STG,0.647108999582391,86.3,5.0
AGB,HLD,1.0138179560709528,78.60000000000001,21.0
ABD,MRY,0.36804286923628793,91.60000000000001,3.0
ABD,PKN,0.775296732591932,82.3,6.0
ABD,ABE,0.25102751681518426,94.3,1.0
ABD,ANS,0.3621012718352923,91.8,2.0
ABD,HLD,1.1535540840618363,73.7,17.0
FIF,CLK,0.3441236142691613,91.3,7.0
FIF,PKN,0.43118706623248954,89.0,9.0
ABE,ABD,0.25102751681518426,94.1,1.0
EDH,WLN,0.16078757486717948,95.8,2.0
EDH,MLN,0.11440451281201242,97.0,1.0
EDH,ELN,0.3146633959008463,91.8,6.0
EDH,SCB,0.3527860481883183,90.8,7.0
ELN,SCB,0.2340242909925259,93.7,2.0
ELN,MLN,0.22768897848136066,93.8,1.0
ELN,EDH,0.3146633959008463,91.5,4.0
BIR,DUD,0.1408461056951949,95.5,8.0
BIR,LIF,0.13254779930974717,95.8,6.0
BIR,STS,0.18656196266258587,94.1,13.0
BIR,BRM,0.11670607793658881,96.3,5.0
BIR,WLL,0.08890625920614861,97.2,3.0
BIR,WMCA,0.019002662706348608,99.4,1.0
BIR,WOR,0.26966530533122923,91.4,22.0
BIR,SOL,0.10099361079279114,96.8,4.0
BIR,NWA,0.15286720594434486,95.1,10.0
BIR,SAW,0.08249580673833172,97.39999999999999,2.0
BIR,WAR,0.7307313864638343,76.8,92.0
MRY,ABD,0.36804286923628793,92.10000000000001,1.0
MRY,HLD,0.798884166522425,82.8,7.0
POR,GOS,0.0514339899900289,98.8,1.0
POR,HAA,0.05656969509121015,98.6,2.0
POR,FAR,0.09374427590830285,97.7,3.0
POR,HAM,0.10099535444049948,97.6,4.0
POR,WIN,0.15901481353651434,96.2,5.0
PLY,CON,0.4454057241453813,88.6,7.0
PLY,SHA,0.1872067696514166,95.19999999999999,2.0
PLY,DEV,0.7570613625009632,80.60000000000001,12.0
SAY,EAY,0.25497681907353725,93.7,1.0
SAY,NAY,0.28623507344134935,93.0,2.0
SAY,DGY,0.42670481116488657,89.5,6.0
CON,WDE,0.5199982751217175,87.1,3.0
CON,PLY,0.4454057241453813,89.0,1.0
CON,TOR,0.47939701246324945,88.2,2.0
CON,SHA,0.6325277046194666,84.39999999999999,4.0
CON,DEV,1.110124976204101,72.6,18.0
HLD,AGB,1.0138179560709528,80.0,5.0
HLD,MRY,0.798884166522425,84.2,1.0
HLD,ABD,1.1535540840618363,77.2,15.0
HLD,PKN,0.8041076087213398,84.1,2.0
BNS,SHF,0.0834651985495078,97.1,1.0
BNS,WKF,0.10550829323300594,96.39999999999999,2.0
BNS,SCR,0.10562537825264016,96.39999999999999,3.0
BNS,DNC,0.256581359198078,91.10000000000001,13.0
BNS,KIR,0.14741017050958763,94.89999999999999,4.0
BNS,HIG,0.2252919432490922,92.2,11.0
BNS,DBY,0.2833151180063434,90.2,17.0
BNS,ROT,0.1662287033843279,94.3,6.0
NNT,WNT,0.27714260087332615,92.4,10.0
NNT,SKE,0.27688952316520515,92.4,9.0
NNT,HUN,0.24723957451029901,93.2,6.0
NNT,HAO,0.24194684104847541,93.30000000000001,5.0
NNT,CAM,0.4254651994505777,88.3,30.0
NNT,LEC,0.8447022818085292,76.7,161.0
NNT,RUT,0.14960391066050452,95.89999999999999,2.0
NNT,LIN,0.37505835539444893,89.7,19.0
NNT,PTE,0.2502099434942059,93.10000000000001,7.0
NNT,MIK,0.22396450939442333,93.8,4.0
NNT,BDF,0.17549721407359956,95.19999999999999,3.0
DUR,CMA,0.684839421188425,76.2,36.0
DUR,EDN,0.45032495724637445,84.39999999999999,19.0
DUR,NYK,0.40534673085577777,85.9,16.0
DUR,STT,0.3045382536899868,89.4,10.0
DUR,SND,0.24950752376538038,91.3,6.0
DUR,NBL,0.3675616861813255,87.3,14.0
DUR,RIH,0.2173015195222587,92.5,4.0
DUR,GAT,0.17548646160041606,93.89999999999999,2.0
DUR,HPL,0.3343983057761664,88.4,12.0
DUR,NECA,0.1725101259460687,94.0,1.0
DUR,DAL,0.18900633179230758,93.4,3.0
NBL,DUR,0.3675616861813255,88.4,6.0
NBL,NTCA,0.2035809983779088,93.60000000000001,1.0
NBL,CMA,0.7095303093615166,77.5,20.0
NBL,NTY,0.33846598495859403,89.3,4.0
NBL,SCB,0.45586702725781625,85.6,10.0
NBL,CAR,0.45444887109403903,85.6,9.0
NBL,GAT,0.29062330859054325,90.8,3.0
NBL,EDN,0.507784704081498,83.89999999999999,11.0
NBL,NET,0.2742005133536799,91.3,2.0
DGY,EAY,0.32426916554433227,91.2,1.0
DGY,CMA,0.6322005745261225,82.8,13.0
DGY,SLK,0.35381898436707004,90.3,2.0
DGY,SCB,0.7368198279675577,79.9,22.0
DGY,SAY,0.42670481116488657,88.4,3.0
DGY,CAR,0.6536259617260632,82.19999999999999,15.0
DGY,ALL,0.46006885034532174,87.5,4.0
SCB,DGY,0.7368198279675577,79.0,19.0
SCB,CMA,0.6793645770783903,80.60000000000001,16.0
SCB,SLK,0.571010266924483,83.7,8.0
SCB,WLN,0.4757379102619202,86.4,7.0
SCB,NBL,0.45586702725781625,87.0,6.0
SCB,CAR,0.38204751047439084,89.1,4.0
SCB,EDH,0.3527860481883183,89.9,3.0
SCB,MLN,0.23977543250225605,93.2,2.0
SCB,ELN,0.2340242909925259,93.30000000000001,1.0
NAY,EAY,0.3831733654321482,91.10000000000001,6.0
NAY,ERW,0.35411168895273,91.8,5.0
NAY,RFW,0.27753217166210437,93.60000000000001,2.0
NAY,SAY,0.28623507344134935,93.4,3.0
NAY,IVC,0.21165905721616093,95.1,1.0
HPL,STT,0.07873724242871877,97.39999999999999,2.0
HPL,DUR,0.3343983057761664,89.0,13.0
HPL,TVCA,0.06006468258092649,98.0,1.0
HPL,RCC,0.15316816308613215,95.0,4.0
ROT,NED,0.14920621966119127,95.1,5.0
ROT,BNS,0.1662287033843279,94.6,8.0
ROT,SHF,0.15569546914739368,94.89999999999999,6.0
ROT,SCR,0.06270265810063545,97.89999999999999,1.0
ROT,BOS,0.12182239352201449,96.0,3.0
ROT,DEV,1.82425964324567,40.300000000000004,338.0
ROT,DNC,0.14021043239111014,95.39999999999999,4.0
ROT,BAE,0.1993422857181881,93.5,11.0
ROT,DBY,0.260034606574466,91.5,14.0
ROT,OXF,0.8723090521133285,71.5,122.0
WNT,NNT,0.27714260087332615,92.2,11.0
WNT,STR,0.3561223911727481,90.0,21.0
WNT,BUC,0.30969676425745557,91.3,13.0
WNT,HAO,0.20001499630887795,94.39999999999999,2.0
WNT,CHR,0.2197376356797401,93.8,5.0
WNT,LEC,0.7713188510530563,78.2,146.0
WNT,MIK,0.2045827150528381,94.19999999999999,3.0
WNT,RUG,0.20463454329576464,94.19999999999999,4.0
WNT,OXF,0.1790827285284834,94.89999999999999,1.0
WNT,WAR,0.2725922215399824,92.30000000000001,10.0
FEN,ECA,0.2005095318504026,95.0,6.0
FEN,CPCA,0.11965157121720987,97.0,2.0
FEN,HUN,0.20490957102593843,94.89999999999999,7.0
FEN,CAM,0.1468501016754834,96.3,3.0
FEN,NFK,0.5400026023002155,86.4,32.0
FEN,SHO,0.1595497206826309,96.0,4.0
FEN,KIN,0.2637662928415021,93.4,10.0
FEN,PTE,0.19137669553255746,95.19999999999999,5.0
FEN,LIN,0.40006649529504223,90.0,15.0
SCA,ECA,0.1656039870181271,95.89999999999999,4.0
SCA,KEN,0.41491418740122293,89.8,38.0
SCA,CPCA,0.13554374995191146,96.7,3.0
SCA,UTT,0.1952814153405239,95.19999999999999,5.0
SCA,HUN,0.2248485396287982,94.5,9.0
SCA,CAM,0.09985046253564321,97.6,2.0
SCA,NHE,0.21158970981524047,94.8,7.0
SCA,BRA,0.34561811595564285,91.5,21.0
SCA,WSK,0.33207928509427337,91.9,17.0
SCA,GLS,0.5392696105197422,86.8,79.0
SCA,CAB,0.03509214091588873,99.1,1.0
SCA,CBF,0.32901220230985256,91.9,16.0
ECA,FEN,0.2005095318504026,95.19999999999999,5.0
ECA,CPCA,0.17000612617252236,95.89999999999999,4.0
ECA,HUN,0.3123049027891994,92.5,10.0
ECA,CAM,0.13582126108295187,96.7,2.0
ECA,NFK,0.4626718849489439,88.9,27.0
ECA,KIN,0.2611899978787696,93.7,9.0
ECA,SCA,0.1656039870181271,96.0,3.0
ECA,WSK,0.2032707350157646,95.1,6.0
HUN,ECA,0.3123049027891994,91.9,14.0
HUN,FEN,0.20490957102593843,94.69999999999999,6.0
HUN,CPCA,0.14303918276800914,96.3,2.0
HUN,CAM,0.17824174207330207,95.39999999999999,4.0
HUN,SCA,0.2248485396287982,94.19999999999999,7.0
HUN,PTE,0.14987149225249655,96.1,3.0
HUN,BDF,0.19179346880495843,95.0,5.0
HUN,NNT,0.24723957451029901,93.60000000000001,9.0
HUN,CBF,0.2632749254901884,93.2,11.0
CAB,CAM,0.09195740719101918,97.8,2.0
CAB,SCA,0.03509214091588873,99.1,1.0
CAB,CPCA,0.1338519202865403,96.7,4.0
HIG,BNS,0.2252919432490922,91.7,10.0
HIG,SHF,0.1916876583837016,93.0,7.0
HIG,SKP,0.15043128385532373,94.5,3.0
HIG,DBY,0.2573467625056122,90.60000000000001,15.0
HIG,KIR,0.1729158646996454,93.7,5.0
HIG,DEB,0.1877944324284503,93.10000000000001,6.0
HIG,TAM,0.12931338022510164,95.3,2.0
HIG,OLD,0.15345289303977488,94.39999999999999,4.0
HIG,SFK,1.2018409407032566,55.900000000000006,180.0
HIG,CHE,0.30659058411622087,88.8,24.0
HIG,STF,0.19562200870468793,92.80000000000001,8.0
ERE,RUS,0.18564474417335,94.0,13.0
ERE,BRT,0.056392115848012174,98.2,1.0
ERE,AMB,0.09301941650284973,97.0,3.0
ERE,SDE,0.14261043194759732,95.39999999999999,7.0
ERE,NTT,0.25397725466111815,91.8,20.0
ERE,DBY,0.1614819272968374,94.8,9.0
ERE,DER,0.07380849882887482,97.6,2.0
ERE,LIN,0.5511480783348995,82.3,70.0
ERE,NWL,0.11986315403364659,96.1,6.0
NED,SHF,0.12804467657332133,95.7,5.0
NED,CHS,0.03369477609012157,98.9,1.0
NED,BOS,0.10143308024381602,96.6,2.0
NED,DEV,1.6752356736380976,44.0,321.0
NED,DEB,0.1575582130575597,94.69999999999999,8.0
NED,AMB,0.12432588566363872,95.8,4.0
NED,DBY,0.1108468608274907,96.3,3.0
NED,ROT,0.14920621966119127,95.0,7.0
AMB,NED,0.12432588566363872,95.89999999999999,4.0
AMB,ASH,0.12919287873645027,95.7,6.0
AMB,BOS,0.16187464263571275,94.6,10.0
AMB,DEV,1.5787343973754524,47.699999999999996,316.0
AMB,DEB,0.14882292986593348,95.1,9.0
AMB,BRT,0.12640967387984606,95.8,5.0
AMB,ERE,0.09301941650284973,96.89999999999999,3.0
AMB,SDE,0.13634698989673363,95.5,7.0
AMB,DBY,0.06878099422931583,97.7,1.0
AMB,DER,0.07355495884364828,97.6,2.0
AMB,NTT,0.273454868397662,90.9,22.0
CHS,BOS,0.07785889319638879,97.39999999999999,2.0
CHS,DBY,0.14337616410912968,95.19999999999999,7.0
CHS,NED,0.03369477609012157,98.9,1.0
CHS,DEV,1.7080963265481706,43.3,326.0
BRW,CHL,0.11629535183439989,97.3,6.0
BRW,ESS,0.058846372999560685,98.6,1.0
BRW,THR,0.09307896006588567,97.89999999999999,3.0
BRW,BAI,0.10111428688880464,97.7,4.0
BRW,HAV,0.07206936765870293,98.3,2.0
BRW,EPP,0.10991787875627995,97.5,5.0
BRW,GLS,0.6645652123508311,84.7,115.0
EPP,BRW,0.10991787875627995,97.39999999999999,5.0
EPP,HRT,0.5536262651929191,87.0,100.0
EPP,CHL,0.2034082255722528,95.19999999999999,25.0
EPP,HAR,0.04538500340065261,98.9,1.0
EPP,ESS,0.16536640498478533,96.1,17.0
EPP,UTT,0.16140127802033563,96.2,15.0
EPP,WFT,0.12106362831582318,97.1,7.0
EPP,EHE,0.1392948105642138,96.7,10.0
EPP,ENF,0.14820366500539622,96.5,11.0
EPP,BRX,0.12074142273687688,97.2,6.0
EPP,RDB,0.0885889661877036,97.89999999999999,2.0
EPP,HAV,0.1030323517705274,97.6,3.0
EPP,GLS,0.5574414970469246,86.9,101.0
UTT,KEN,0.28484368414250544,93.30000000000001,20.0
UTT,HRT,0.678525996222374,84.1,111.0
UTT,CHL,0.18298037387988217,95.7,4.0
UTT,ESS,0.20396629026718696,95.19999999999999,9.0
UTT,EHE,0.1799121818789939,95.8,3.0
UTT,CAM,0.283409976408292,93.30000000000001,19.0
UTT,NHE,0.2886733228719722,93.2,22.0
UTT,SCA,0.1952814153405239,95.39999999999999,8.0
UTT,EPP,0.16140127802033563,96.2,2.0
UTT,BRA,0.18888539052064524,95.6,6.0
UTT,GLS,0.6276971748616477,85.3,101.0
CHL,BRW,0.11629535183439989,97.39999999999999,3.0
CHL,MAL,0.18605615389379998,95.8,8.0
CHL,ROC,0.22094426093503966,95.0,14.0
CHL,UTT,0.18298037387988217,95.89999999999999,7.0
CHL,ESS,0.06980675592922346,98.4,1.0
CHL,BAI,0.0855499232192263,98.1,2.0
CHL,EPP,0.2034082255722528,95.39999999999999,12.0
CHL,BRA,0.14997511148574533,96.6,5.0
CHL,GLS,0.7572582327095262,82.89999999999999,122.0
HAR,HRT,0.5423205350190271,87.1,96.0
HAR,EHE,0.09507239820797574,97.7,2.0
HAR,EPP,0.04538500340065261,98.9,1.0
HAR,ESS,0.20208969922104447,95.19999999999999,21.0
COT,CHT,0.12163859399232586,96.39999999999999,1.0
COT,VAL,0.29963894210766273,91.2,11.0
COT,STR,0.28094105005332587,91.7,9.0
COT,TEW,0.1439029915077464,95.8,2.0
COT,SWD,0.17954579744721694,94.69999999999999,4.0
COT,WOR,0.1544625582926042,95.39999999999999,3.0
COT,WIL,0.3287645072766909,90.3,13.0
COT,STO,0.25508130399255996,92.5,8.0
COT,OXF,0.41225926949921077,87.8,22.0
COT,WYC,0.23931081225923795,92.9,7.0
COT,SGC,0.3929625481306357,88.4,20.0
COT,WOX,0.2361195548717149,93.0,6.0
COT,GLS,0.699607286346437,79.4,72.0
COT,WAR,0.6056902956598506,82.1,52.0
TEW,CHT,0.031702791942457315,99.0,1.0
TEW,GLO,0.11130473761378466,96.6,2.0
TEW,COT,0.1439029915077464,95.6,4.0
TEW,WOR,0.15020360576781377,95.39999999999999,5.0
TEW,FOE,0.25670644643876755,92.10000000000001,10.0
TEW,STO,0.18854461905214562,94.19999999999999,7.0
TEW,MAV,0.2159489025981054,93.4,8.0
TEW,WYC,0.13955212214659146,95.7,3.0
TEW,GLS,0.8195879069841345,74.8,92.0
GLO,TEW,0.11130473761378466,96.6,3.0
GLO,STO,0.08419150628495498,97.39999999999999,1.0
GLO,GLS,0.9112045734152041,72.0,102.0
CHT,TEW,0.031702791942457315,99.0,1.0
CHT,COT,0.12163859399232586,96.3,3.0
CHT,GLS,0.809994636379548,75.4,90.0
BAN,HRT,0.31624682530564974,91.9,20.0
BAN,TES,0.2117833875892966,94.6,7.0
BAN,WOK,0.21795758696488038,94.39999999999999,8.0
BAN,EHA,0.1983840394025314,94.89999999999999,5.0
BAN,HAM,0.20117024917979542,94.8,6.0
BAN,WIN,0.15496004630043472,96.0,2.0
BAN,WBK,0.1286013892318987,96.7,1.0
BAN,HAT,0.18766229324957118,95.19999999999999,4.0
NEW,HRT,0.6692915770789007,83.2,34.0
NEW,TES,0.18394669726978177,95.39999999999999,3.0
NEW,EAT,0.19102711647075946,95.19999999999999,4.0
NEW,WIL,0.34076798889092336,91.4,9.0
NEW,BPC,0.17589298214012347,95.6,2.0
NEW,DST,0.4436416587315775,88.9,16.0
NEW,STH,0.1454436736471944,96.3,1.0
EAT,HRT,0.49284436485792654,87.7,28.0
EAT,TES,0.16843177503058607,95.8,7.0
EAT,FAR,0.08191229381932522,98.0,2.0
EAT,HAM,0.15966965522192283,96.0,5.0
EAT,WIN,0.08878693242686604,97.8,3.0
EAT,NEW,0.19102711647075946,95.19999999999999,9.0
EAT,STH,0.04560083499317212,98.9,1.0
EHA,HRT,0.2723520444032556,93.30000000000001,18.0
EHA,HAA,0.15007988295184366,96.3,3.0
EHA,BAN,0.1983840394025314,95.19999999999999,8.0
EHA,CHI,0.15913171039426074,96.1,4.0
EHA,HAM,0.09446908202889494,97.7,1.0
EHA,WAE,0.20491959114806593,95.0,9.0
EHA,WIN,0.16746344440171204,95.89999999999999,5.0
EHA,WSX,0.35573112171387794,91.3,29.0
EHA,HAT,0.13677868590646172,96.7,2.0
EHA,WAR,0.46554507416532026,88.6,46.0
WIN,HRT,0.40411587264465876,89.9,23.0
WIN,TES,0.19105505128493125,95.19999999999999,10.0
WIN,HAA,0.1884622339326693,95.3,9.0
WIN,BAN,0.15496004630043472,96.1,6.0
WIN,POR,0.15901481353651434,96.0,7.0
WIN,EAT,0.08878693242686604,97.8,1.0
WIN,FAR,0.11060680424720047,97.2,3.0
WIN,EHA,0.16746344440171204,95.8,8.0
WIN,HAM,0.09605070613286788,97.6,2.0
TES,HRT,0.5273549821662615,86.3,28.0
TES,BAN,0.2117833875892966,94.5,5.0
TES,EAT,0.16843177503058607,95.6,2.0
TES,HAM,0.2870898200278426,92.5,8.0
TES,WIL,0.28926288449025667,92.5,9.0
TES,NEW,0.18394669726978177,95.19999999999999,3.0
TES,WBK,0.23838795719726683,93.8,6.0
TES,WIN,0.19105505128493125,95.0,4.0
TES,STH,0.15073365191336768,96.1,1.0
HAT,HRT,0.1480243396223704,96.3,7.0
HAT,BRC,0.12367592703411388,96.89999999999999,4.0
HAT,SRY,0.22822017880855147,94.3,14.0
HAT,BAN,0.18766229324957118,95.39999999999999,10.0
HAT,RUH,0.08078635573853826,98.0,1.0
HAT,EHA,0.13677868590646172,96.6,5.0
HAT,WOK,0.09140499263612996,97.7,2.0
HAT,WAE,0.18586081527245088,95.39999999999999,9.0
HAT,HAM,0.21975382026454207,94.6,13.0
HAT,WAR,0.33236026551239867,91.8,27.0
HAT,SUR,0.14434573755493832,96.39999999999999,6.0
GOS,HAM,0.12200809836774085,97.1,5.0
GOS,POR,0.0514339899900289,98.8,2.0
GOS,FAR,0.050740434694108036,98.8,1.0
FAR,HRT,0.4836334709028933,88.2,25.0
FAR,GOS,0.050740434694108036,98.8,1.0
FAR,POR,0.09374427590830285,97.7,3.0
FAR,EAT,0.08191229381932522,98.0,2.0
FAR,HAM,0.1227580656097094,97.0,7.0
